method,point_index,function_evaluations,gradient_evaluations,RMSD,x
BOBYQA,87,161,0,0.00446792963411842,"[0.17424919091803778, 0.2580905010342783, 0.23122725955044424, 0.16428895159335366, 0.1711296477762604, 0.17193404562151451, 0.1614011198788611, 0.1459573554954956, 0.23846907893956698, 0.16600144768063532]"
BOBYQA,88,164,0,0.004449436812800235,"[0.17418757154064918, 0.257959221368781, 0.2303901354371996, 0.16458015914892526, 0.17135399427209697, 0.17219854925248007, 0.16164461498776633, 0.14594862765770772, 0.23835238181441723, 0.1659908506461437]"
BOBYQA,89,165,0,0.004430773534199921,"[0.17410868764757395, 0.2577550076322628, 0.23016048521549906, 0.16426280927313455, 0.1715529703607342, 0.17285135225477735, 0.1611198385451799, 0.14613947941642488, 0.23847511421827877, 0.16606832785649986]"
BOBYQA,90,166,0,0.004404738146076955,"[0.17443817788876811, 0.25768021553761405, 0.22945178031234426, 0.16451335417628227, 0.1715469712707436, 0.1729134445054113, 0.1606346571804079, 0.146335351809328, 0.23828200704647512, 0.16599178918789526]"
BOBYQA,91,167,0,0.004401089705065276,"[0.17432608385348386, 0.25720394225480825, 0.22888822645353363, 0.1647874163611071, 0.1715799894845901, 0.17329717516588994, 0.16046453900144877, 0.1467358577379598, 0.23811822063421914, 0.1659336080083825]"
BOBYQA,92,171,0,0.00439023246947693,"[0.17476850913919126, 0.25697671172034336, 0.22865752793737382, 0.16446213336306792, 0.17133809952255064, 0.1737463532565135, 0.1606232261427699, 0.14636035153908045, 0.2377240078866489, 0.16604192883373814]"
BOBYQA,93,173,0,0.004346679439690138,"[0.1740147763248967, 0.2569307394653048, 0.2285609172998665, 0.1645740564031323, 0.17167344788102298, 0.17400769286039308, 0.16037211199121768, 0.14602074841406462, 0.23753481869601492, 0.16592802117518804]"
BOBYQA,94,178,0,0.004308617522895293,"[0.17388280787858654, 0.25714974516902916, 0.22816573794083372, 0.16501981086004006, 0.17166378346230293, 0.17355252573952928, 0.16033073187819935, 0.14613557363918128, 0.23694665462322856, 0.16582007471735732]"
BOBYQA,95,179,0,0.004277465282902285,"[0.17371734109435266, 0.25740130732006483, 0.2274361155517513, 0.16508021359383018, 0.17206351023837468, 0.17348693976655633, 0.1603552796099799, 0.14636334352754476, 0.23655229803257352, 0.1657846056118053]"
BOBYQA,96,180,0,0.004242973182072765,"[0.17343606091846656, 0.2579960598772375, 0.2258422199339099, 0.16549297125307538, 0.17230365197723582, 0.17376572550600186, 0.1602390558279988, 0.14701120895548633, 0.23602401754712854, 0.16569202409222855]"
BOBYQA,97,181,0,0.004224454087344951,"[0.1733818382405383, 0.25742427135570173, 0.22439112694136545, 0.16550761754112522, 0.17295216595715288, 0.17465951208269923, 0.16019245039229035, 0.14710048773789106, 0.2354702905334979, 0.16552453916457505]"
BOBYQA,98,184,0,0.004209007176244509,"[0.17306715322206243, 0.2574754436935193, 0.22408675536359923, 0.16560008382759595, 0.17308427976279284, 0.17430145902802083, 0.16095610916414, 0.14699691527642775, 0.23523863741289786, 0.16546175804465701]"
BOBYQA,99,185,0,0.004156346137249835,"[0.17285256499048024, 0.2576831081861197, 0.2240770222212628, 0.16572305482888164, 0.17349651488388948, 0.17384132602893754, 0.1605044576772902, 0.14683148592801662, 0.23470875346365408, 0.16541912423534993]"
BOBYQA,100,186,0,0.004076063014044901,"[0.17212120614142357, 0.25821908427717466, 0.2238646090841595, 0.16598909270531856, 0.17389434207890284, 0.17262314490592923, 0.16053264630650427, 0.1464492001304183, 0.23358773579488787, 0.16529224239221818]"
BOBYQA,101,187,0,0.003961626681653668,"[0.17096321100700837, 0.2605251255991258, 0.2234579247824499, 0.1664231100233389, 0.17518113350375075, 0.17019259448461596, 0.16054311613592298, 0.14683129985361784, 0.23247268049814723, 0.165106253456173]"
BOBYQA,102,188,0,0.00386559484637538,"[0.16949275166334649, 0.26130802026438127, 0.22278648147238472, 0.1673266197590094, 0.17574600413860422, 0.1677064714005114, 0.1605380995246729, 0.14690942246766056, 0.23014947464511948, 0.16487310386368734]"
BOBYQA,103,189,0,0.003718098137349668,"[0.16854935105187144, 0.2637246480538509, 0.2204434710679808, 0.1677299789603163, 0.17692275435750743, 0.16759183362505456, 0.16092798617767445, 0.14762217082482598, 0.22895049056941155, 0.16452375950760673]"
BOBYQA,104,192,0,0.0036410543329858168,"[0.166989691936467, 0.26449700140947924, 0.2201951947880758, 0.16819776841316472, 0.17833668359106536, 0.16540550718347619, 0.16146825778379925, 0.14632950107527182, 0.2269685605382821, 0.16438124168527762]"
BOBYQA,105,193,0,0.003567877355448825,"[0.16592610265095425, 0.2662588045748477, 0.21814675026277394, 0.16885183273136958, 0.17906321598199465, 0.16419487216390954, 0.16113539136718893, 0.14766638294523032, 0.22518638903346025, 0.16411063605183285]"
BOBYQA,106,196,0,0.0034849080173851837,"[0.16549775139777984, 0.2657991554406096, 0.21678938635904269, 0.16914179403100119, 0.17953963499834671, 0.16426925931350078, 0.16192173736986135, 0.14736352968466748, 0.22435223587836434, 0.16390977936614254]"
BOBYQA,107,197,0,0.0033136550242917704,"[0.16447746798014165, 0.2648470834825178, 0.21438434710353194, 0.17009496132888186, 0.18092757131193624, 0.16404116692541332, 0.16163864407004197, 0.1464070926314056, 0.22230168084928034, 0.16348345075184323]"
BOBYQA,108,198,0,0.002976322268870086,"[0.1627756041486795, 0.26104718012240014, 0.21148153883950127, 0.17146517834063651, 0.1827615919250364, 0.1627525070613829, 0.16154967007793675, 0.1424137673208797, 0.21845491326795044, 0.16271915801359874]"
BOBYQA,109,199,0,0.002933974264849032,"[0.1609353235482525, 0.25730495951982446, 0.20686882811039978, 0.17251100543406714, 0.18508613055733628, 0.16469300826532332, 0.16154565809018948, 0.14066277029364638, 0.21507502202813553, 0.16195784241565261]"
BOBYQA,110,202,0,0.0029158990518088255,"[0.16172140011988506, 0.2566547975116863, 0.2061238910636033, 0.17262120858620958, 0.18526961432161773, 0.163876172922275, 0.16100147248405489, 0.14182153270238718, 0.21529887791931854, 0.16200714784144082]"
BOBYQA,111,205,0,0.002913189642598295,"[0.16197971615559983, 0.2568146551563656, 0.2063966924022599, 0.17238171279625109, 0.18535715038835174, 0.1640587253286654, 0.16139165112323342, 0.14171221199311546, 0.21462875690523492, 0.161658293932436]"
BOBYQA,112,207,0,0.002887063213353814,"[0.16136533245220186, 0.2564039360887563, 0.20663658506033267, 0.17202454658715308, 0.18543150631262922, 0.16423428711499877, 0.16115963683385756, 0.14141348892686098, 0.2149092508335926, 0.16176140860284777]"
BOBYQA,113,210,0,0.002867782810491711,"[0.16112408286962004, 0.2559169927913738, 0.20621813594836033, 0.17213167813439356, 0.18572758925763247, 0.16419027500938047, 0.16118497890901418, 0.1410033998459823, 0.21441118141776774, 0.1616536243621544]"
BOBYQA,114,211,0,0.0027790600818201,"[0.161062608953925, 0.25610102980227817, 0.20630039051758225, 0.1724170830689393, 0.18539648057964722, 0.16384771426585099, 0.16139653482675387, 0.1402692243025968, 0.21416645811887844, 0.16171269718150166]"
BOBYQA,115,212,0,0.0027425698225762712,"[0.16069788526290782, 0.2558953521681301, 0.20649820345143863, 0.1723406652782516, 0.18557431859952725, 0.16385012694611056, 0.16160211022674775, 0.13949403220483841, 0.21385288382422085, 0.16163171168670784]"
BOBYQA,116,213,0,0.002648446813829303,"[0.1603904780232432, 0.2549631848276897, 0.20713784232143292, 0.1723547283355927, 0.18561615477161675, 0.16354159250678565, 0.16163129652129152, 0.13800307696196148, 0.21331072846596177, 0.16151966878981722]"
BOBYQA,117,214,0,0.002589228700546194,"[0.1600632374459826, 0.25317025366692514, 0.20895380486079088, 0.17171599514057606, 0.18550838956675153, 0.1642010456981344, 0.16210010448899845, 0.13512185625263462, 0.21327972539737736, 0.16158247556433428]"
BOBYQA,118,217,0,0.00250022929897282,"[0.15944540169274454, 0.25312245892436896, 0.20929275451367996, 0.17193900120802805, 0.18567492255509604, 0.16300148455994137, 0.16198209544675743, 0.1341351472411363, 0.21229477902843405, 0.16141798923145662]"
BOBYQA,119,218,0,0.0023956426511835757,"[0.15849596298217022, 0.2512782800270972, 0.20904682022245935, 0.1721200283447689, 0.1865809982582191, 0.1626554759107145, 0.16225633957963737, 0.13156611234505147, 0.21032545603471878, 0.16108596894674548]"
BOBYQA,120,219,0,0.0022608881170188325,"[0.1567415811607975, 0.2465046738744665, 0.20812403573397853, 0.17227029830095944, 0.18796965357760803, 0.16326135386028462, 0.16248886348687777, 0.12643660554790068, 0.20745144282534456, 0.16050338376882348]"
BOBYQA,121,220,0,0.0020225962581725417,"[0.15208844397339621, 0.2397395937133388, 0.202912820637901, 0.17380052106410668, 0.1924683947294849, 0.16183562889219832, 0.1633086241143647, 0.11881886801880898, 0.1987549518528022, 0.15892813495480593]"
BOBYQA,122,229,0,0.0019395342596287427,"[0.15216159111381675, 0.24085157093962464, 0.20273057532944075, 0.17333252289606746, 0.1925661938099507, 0.16252435819193511, 0.16452905878130372, 0.11863709892119075, 0.1980709316691134, 0.1587503052467673]"
BOBYQA,123,231,0,0.0017351212664742932,"[0.15239809456019765, 0.2412034268876609, 0.20256163701100002, 0.17320229853146601, 0.19222161722000738, 0.1623739108123003, 0.16385776036699265, 0.11846351188590343, 0.19769127374401174, 0.15865820003104522]"
BOBYQA,124,236,0,0.0017183286810806032,"[0.15213314858274074, 0.24076145277206848, 0.2024437275048396, 0.17323579056520183, 0.19239313759450657, 0.16232244109089375, 0.1639400948562273, 0.11781427168517299, 0.1971897700309968, 0.15857118284544855]"
BOBYQA,125,239,0,0.0017145207697138141,"[0.15174237966555112, 0.24078626182432925, 0.2018513403388287, 0.17353172642694584, 0.19253905103298655, 0.16222929825417978, 0.1642296987369982, 0.11754160223486947, 0.1967273344887361, 0.15864961490758694]"
BOBYQA,126,242,0,0.0016872434777887313,"[0.1519445711479884, 0.24091980039873673, 0.20185549788902868, 0.17322779328145047, 0.19241870548408135, 0.16267511769847612, 0.16398583528111454, 0.11756291785522255, 0.19603493871930688, 0.15833926068890017]"
BOBYQA,127,246,0,0.0016741796116525984,"[0.15174927793985532, 0.2409699824859018, 0.2020487530405561, 0.17350002893314045, 0.19228994262324747, 0.1625952077974596, 0.16396062168325018, 0.11741933737602432, 0.1962171138861927, 0.15848236267972265]"
BOBYQA,128,248,0,0.0016710662736037904,"[0.15177069239371668, 0.24079978979762728, 0.20192796366113006, 0.17354909978923297, 0.19232854369406505, 0.16270186484655133, 0.16392858821561282, 0.11738746566874228, 0.19618520625467858, 0.1584700325373097]"
BOBYQA,129,249,0,0.0016683868307017426,"[0.15183461952658936, 0.24080225523106885, 0.20175178930632562, 0.17347135274154885, 0.19239826416986341, 0.16258359862642843, 0.16394292587412482, 0.1173514494473853, 0.19617645964460856, 0.15844006333314278]"
BOBYQA,130,251,0,0.001663725578273426,"[0.15183672842153612, 0.24076933674357376, 0.20177093791380965, 0.17347869100428262, 0.19242532094279924, 0.16257853603694772, 0.16398490339725805, 0.11742114423686538, 0.1961431033012325, 0.15843880399674393]"
BOBYQA,131,254,0,0.0016610352465409991,"[0.15183352161724026, 0.24077590995516313, 0.20177910659378748, 0.17345169330882232, 0.19247888559750573, 0.16263182305954535, 0.16403262084375095, 0.11739287773474195, 0.19613720115224648, 0.1584205984430044]"
BOBYQA,132,255,0,0.0016580604347282227,"[0.15184253350533078, 0.24080744643820756, 0.20177043142285417, 0.17344584210412353, 0.1925091027839422, 0.16265792159862438, 0.16400467967583487, 0.1174170927051024, 0.1960623710230463, 0.1584046639855395]"
BOBYQA,133,256,0,0.0016503858315432647,"[0.15186420985394114, 0.24088248978432344, 0.2016904460231054, 0.17343978003589075, 0.19256263680786034, 0.16271386293333423, 0.1639934055785089, 0.11742818018288217, 0.19591801274683024, 0.1583851820637058]"
BOBYQA,134,257,0,0.0016391772721418563,"[0.1519081030048118, 0.24101571233666996, 0.2014840451949044, 0.17350938520376788, 0.19260546809736614, 0.16286282531437235, 0.1640146222862973, 0.117423208802326, 0.19566389013494723, 0.15832352587126636]"
BOBYQA,135,258,0,0.0016290702296287629,"[0.15183166654077887, 0.24099263248534525, 0.20134611892730722, 0.17355760582572308, 0.19267477905534106, 0.16283056737060334, 0.1639833349007045, 0.1173427359161918, 0.1953284264387027, 0.15824327225748908]"
BOBYQA,136,259,0,0.0016219347738484075,"[0.15180244533323953, 0.24084613889514728, 0.2012238045556876, 0.17355935501247316, 0.1927260687044486, 0.1630284144395843, 0.16393166395248115, 0.11715107419373288, 0.1951296052584667, 0.15819839655543028]"
BOBYQA,137,260,0,0.0016131513167955169,"[0.15177091556878708, 0.24068833649350319, 0.20116145277925263, 0.17367735091343328, 0.19268188047101723, 0.16291999370128268, 0.16405470561900035, 0.11704079285915844, 0.19485741259343442, 0.15816381662627238]"
BOBYQA,138,261,0,0.0016079708787675603,"[0.1516200717567094, 0.24059801472929265, 0.20101586285461656, 0.17367411586743012, 0.19284207419299787, 0.16292835415474274, 0.16389944923580735, 0.11690858088521695, 0.1946623712291196, 0.15811358096686523]"
BOBYQA,139,262,0,0.001602585121536998,"[0.15159637378235735, 0.24066575081911337, 0.20091836017435977, 0.17373598859313594, 0.19267247594464865, 0.16318372205842108, 0.1639544158961773, 0.11682839649355141, 0.1944751183429495, 0.1580585866450342]"
BOBYQA,140,263,0,0.0015970614382665542,"[0.15177410343156586, 0.2407107108028206, 0.20095005125989707, 0.17367563176280762, 0.192843396031233, 0.1631907774635702, 0.16407182342378945, 0.11658724837071194, 0.1943320478930143, 0.15804998741751217]"
BOBYQA,141,265,0,0.0015912510046682646,"[0.15171651794170657, 0.24079361906531133, 0.20081972121364067, 0.17364928467636898, 0.19287094471247448, 0.16325430809706, 0.164067657489087, 0.11655730554665299, 0.19425623433511224, 0.1580240384882215]"
BOBYQA,142,266,0,0.0015905577028094704,"[0.15161724347407088, 0.24079217948987938, 0.20075478746990724, 0.17368422549087073, 0.19291433620352288, 0.16319868064851237, 0.16418106215055825, 0.11660824130387247, 0.194193727119381, 0.15800491256465646]"
BOBYQA,143,268,0,0.0015845339407083263,"[0.15163848423711285, 0.24082343295535158, 0.20070919188660355, 0.17369817144623195, 0.19287469803802854, 0.16314969986641978, 0.16415159441780972, 0.11659994391359846, 0.19415749143369826, 0.1580137490764045]"
BOBYQA,144,271,0,0.001577047277420985,"[0.15163893037159396, 0.2408352048554014, 0.20070816160800278, 0.17366229937265965, 0.1928677818452661, 0.16317260070686398, 0.16415287050689653, 0.11665240675449816, 0.19408836424232373, 0.15803539456821084]"
BOBYQA,145,272,0,0.0015702697242653738,"[0.15166017913193966, 0.24088246285891926, 0.20065556473395194, 0.1736210370671079, 0.1929169114298919, 0.1631978163406245, 0.16417194117132655, 0.11674172936562748, 0.1939425176301922, 0.1580218607355882]"
BOBYQA,146,273,0,0.0015583274887204786,"[0.15170879398915432, 0.241005914746178, 0.20044338519242721, 0.17363690846594187, 0.19305368427587524, 0.16318873785091956, 0.1642678345009481, 0.11675424809636605, 0.19368806507399505, 0.1579567716809515]"
BOBYQA,147,274,0,0.001537358938303805,"[0.1517084049771285, 0.24127087660669164, 0.20019484555801217, 0.1736706528009982, 0.19321321313149517, 0.16295249281432647, 0.16458582390653265, 0.11677297223620074, 0.19312591107668675, 0.15786655923246098]"
BOBYQA,148,275,0,0.0015178071462517836,"[0.15190528211113602, 0.24149190877960533, 0.19983978199011534, 0.17364262815444378, 0.19349168492995233, 0.16285298038834928, 0.16482069495664853, 0.1168586734831404, 0.1926094950283867, 0.15777230033225145]"
BOBYQA,149,276,0,0.0014834649084090896,"[0.1518382287680121, 0.2422874462911563, 0.19921121916984605, 0.1739182590674732, 0.1934949250460334, 0.16276443914842903, 0.16536249146540918, 0.1167788078630013, 0.19155755182898165, 0.15757941752023832]"
BOBYQA,150,277,0,0.001430822226497854,"[0.15195773931398124, 0.24273605668533518, 0.19758137084237895, 0.17428375608653573, 0.19383646647751696, 0.16330194312945537, 0.1657399770678997, 0.11633534190201852, 0.1890584426948748, 0.15708524414955502]"
BOBYQA,151,278,0,0.0014266912138040388,"[0.15165644853003635, 0.24272773611176837, 0.19626104002123232, 0.1750818393734414, 0.19307174262607343, 0.16527729634853064, 0.16535641721590505, 0.1157224394004923, 0.18744835969965373, 0.15667660442505363]"
BOBYQA,152,283,0,0.0014149415110850264,"[0.15157776710887125, 0.24277689235783173, 0.19641917385368357, 0.17490534880276343, 0.19301846021643806, 0.1653904541123943, 0.165578771595364, 0.11556499076798514, 0.18740364426926856, 0.15673459546380772]"
BOBYQA,153,288,0,0.0013976339151496459,"[0.1515623904124313, 0.24275291830334714, 0.1964455169942402, 0.17498723725376164, 0.19304939692466316, 0.1654029144252873, 0.16558149026689514, 0.11555533343849435, 0.18740797710036083, 0.1567582038210278]"
BOBYQA,154,289,0,0.0013951981268634371,"[0.15160109855867868, 0.24275664068976688, 0.19647135446513336, 0.1750078890327065, 0.1931130820003988, 0.165360218425838, 0.1655937478285995, 0.1155710048609235, 0.18737660920105365, 0.1567698326098913]"
BOBYQA,155,291,0,0.0013944946335632381,"[0.15159889000928087, 0.2427739874263555, 0.19642501671544976, 0.17502142997065492, 0.19311983200712501, 0.16538510499775116, 0.16560793513017105, 0.11555551651159186, 0.18729886479993968, 0.15675522423745766]"
BOBYQA,156,294,0,0.0013933163213350965,"[0.15154616547403024, 0.2427313334441032, 0.19643812638224048, 0.1750088197007665, 0.19313767054726955, 0.16541585781431867, 0.16558469485100608, 0.11551574298959627, 0.18725850141058153, 0.15674782945272756]"
BOBYQA,157,295,0,0.0013919900177799534,"[0.1515639729734966, 0.24267176818336797, 0.19641030431703294, 0.1750449043911136, 0.19311442934603765, 0.1654323896362382, 0.16555270546077896, 0.11547490478205748, 0.18723815602727414, 0.1567359875351568]"
BOBYQA,158,296,0,0.0013917319256148612,"[0.15152617334685742, 0.24263581834229106, 0.1963805765134374, 0.17507368373308, 0.19309669737558963, 0.1654654758393126, 0.16550547496317414, 0.1154373561843471, 0.18721630760501115, 0.1567296856257158]"
BOBYQA,159,297,0,0.0013901346108205325,"[0.15155805613066198, 0.24259253790904903, 0.19641083933775164, 0.1750587370059283, 0.19309093428069132, 0.16548246896500146, 0.16554237281165096, 0.11537621890220975, 0.18719339260988582, 0.1567247102932854]"
BOBYQA,160,298,0,0.0013854753339698491,"[0.15159846781668054, 0.2425802185702831, 0.19650916550258576, 0.17502331554329337, 0.19306378164503768, 0.16552354339177655, 0.16558022529974784, 0.11526008362536004, 0.18709393411124736, 0.15671723805627225]"
BOBYQA,161,299,0,0.0013796078625621239,"[0.1516778168301985, 0.24270049348127876, 0.19668313141214824, 0.17497868171727135, 0.19294912843124776, 0.16565479825856183, 0.16566892212024537, 0.11509458233852314, 0.18689113356682058, 0.15670232827741995]"
BOBYQA,162,300,0,0.0013714642255036654,"[0.1518052805580474, 0.24251591232039152, 0.1967872515285704, 0.17487310555076938, 0.1929990622757459, 0.16575086861456723, 0.16567074896575001, 0.11489860356797124, 0.18670249151065424, 0.1566578791582409]"
BOBYQA,163,301,0,0.0013695640371106969,"[0.1517789034108969, 0.2425015026915277, 0.19682606143162784, 0.17489532621201676, 0.19294872972025476, 0.16576989634315697, 0.16581440938081596, 0.11464180323180852, 0.18644417643726785, 0.1566280493560921]"
BOBYQA,164,302,0,0.001365803886429791,"[0.15192520852861538, 0.2424719052512011, 0.19697397673675174, 0.174843815592228, 0.19286197368417968, 0.16607150606846066, 0.16570164495840456, 0.11459737438606493, 0.18644402016446596, 0.15662936263606275]"
BOBYQA,165,303,0,0.0013626687822346974,"[0.1519917228390584, 0.24252713650238128, 0.19722864188053493, 0.17470312695782764, 0.1929138606417022, 0.16592347887593364, 0.16587647866581962, 0.114520439826951, 0.18636190205729405, 0.1566227077999729]"
BOBYQA,166,304,0,0.0013596952625171675,"[0.15218422660198225, 0.2425435183928043, 0.1971101538042572, 0.17465747910517926, 0.193069953750042, 0.16590308584470714, 0.16588668120928782, 0.11456068565107486, 0.18608404637804474, 0.15656939501241296]"
BOBYQA,167,306,0,0.0013570417224101961,"[0.15219628128431512, 0.24256034634942727, 0.1970351116497333, 0.17467734234765747, 0.19307495991756055, 0.16595738118147915, 0.16591820656964282, 0.11450947012643282, 0.1859230349396888, 0.15653728544603945]"
BOBYQA,168,311,0,0.0013418754493567577,"[0.15222181548069638, 0.24255296077772842, 0.19702905941592527, 0.17467618682400157, 0.19309188245886663, 0.16596138965840662, 0.16594384686760075, 0.1144548316534392, 0.18594745841012983, 0.15646862862142244]"
BOBYQA,169,313,0,0.0013416435740860732,"[0.15226180798090297, 0.2425664320852372, 0.19708347493914022, 0.17467362398216082, 0.19310951949934416, 0.16597876564868605, 0.16589901281459765, 0.11448660766352609, 0.1859201755321242, 0.15643905914927328]"
BOBYQA,170,314,0,0.0013404596610047405,"[0.15227159702505927, 0.24262373057704534, 0.19706410050794526, 0.17468788401608196, 0.19314045494409618, 0.1659225944423298, 0.16593105616706597, 0.11450339457853997, 0.18589919293775647, 0.15645252346932462]"
BOBYQA,171,317,0,0.0013387577025492944,"[0.1523120061279361, 0.24263719776424347, 0.19711060751710013, 0.17467374240765407, 0.1931024035497583, 0.16596193604437992, 0.16596782082866052, 0.11446650918890486, 0.1858902807484434, 0.15645848858392736]"
BOBYQA,172,318,0,0.001336241807333337,"[0.1523390570123977, 0.2426273583939487, 0.19715811326076832, 0.17466624836640313, 0.19308563675293067, 0.16597840782405685, 0.1659839640804238, 0.11442220675396281, 0.18582730270952794, 0.15644769546575882]"
BOBYQA,173,319,0,0.001332813465214878,"[0.1524181723316141, 0.24255979770358987, 0.19726783006586304, 0.17464330610272935, 0.19307361159104658, 0.16594460136583725, 0.16601669756232165, 0.11433928032418493, 0.18574164052161016, 0.15644149631795856]"
BOBYQA,174,320,0,0.0013297830470257708,"[0.15246067022538662, 0.2426254014319746, 0.19732121288781368, 0.1745948760540326, 0.19311298790509926, 0.16599240118410735, 0.16602766152437637, 0.1142695389826594, 0.18560255969918385, 0.1564184305539954]"
BOBYQA,175,321,0,0.0013266232071901351,"[0.15259729771399172, 0.242569055729917, 0.19738195456932908, 0.1746039841844812, 0.1930545938269312, 0.16601744201210147, 0.16608059093928026, 0.11422866057169352, 0.18552752745338857, 0.15640273773660857]"
BOBYQA,176,322,0,0.0013245077253706116,"[0.15259100163630374, 0.24261370055099385, 0.19751531254488972, 0.1745444876754354, 0.19307502825846604, 0.16599854912248513, 0.16614350299596972, 0.11413928051074798, 0.18546556064803502, 0.15639368783522625]"
BOBYQA,177,323,0,0.0013242716880553,"[0.15269415413579288, 0.2425868635468215, 0.1975170821209763, 0.17451754487059784, 0.19313224020727351, 0.16604623513990951, 0.16617864603817065, 0.11412587540136143, 0.1853223218320887, 0.15637292636096514]"
BOBYQA,178,325,0,0.0013221853370740248,"[0.152715525771837, 0.24262440508823774, 0.1975466694309149, 0.17453185576660196, 0.19309467975770092, 0.16607642870154823, 0.16612417836511503, 0.11408688697818445, 0.18531463612590496, 0.15635931232331804]"
BOBYQA,179,326,0,0.0013195672918025867,"[0.15273801738691148, 0.2426526725615509, 0.1975543970479091, 0.17455284424001308, 0.19301477297130368, 0.16607283043767893, 0.1661581951286271, 0.11408567410517755, 0.18528937462960518, 0.15635909175130205]"
BOBYQA,180,327,0,0.0013188505266308022,"[0.15275044845717026, 0.2426597710143648, 0.1975855998688779, 0.17457671098045244, 0.19294958327300482, 0.16611986113152336, 0.16618501705678881, 0.11405459826058156, 0.18529870164153, 0.15635483227981314]"
BOBYQA,181,328,0,0.0013187505825230984,"[0.1527590147889945, 0.2426529197336224, 0.19764287724402008, 0.17461351968014585, 0.1929035429619278, 0.16607865212120998, 0.1661629950489276, 0.11407262222437552, 0.18527410833951674, 0.15635143456662773]"
BOBYQA,182,329,0,0.001314876062769849,"[0.15275672442160346, 0.2426468046790127, 0.1976648745656154, 0.17454578302650386, 0.19288322950468234, 0.16611061633285487, 0.16614767934438926, 0.1141286764431873, 0.18528003940184815, 0.15634518534295405]"
BOBYQA,183,332,0,0.0013141127069653067,"[0.152772253176304, 0.24265016164928466, 0.19766046568745252, 0.1745325648621706, 0.1928744636005903, 0.16615139461215217, 0.1661820851192659, 0.11406816389078132, 0.18523332165917236, 0.1563171559388973]"
BOBYQA,184,337,0,0.0013127446022733918,"[0.15283511873441952, 0.24266361175173332, 0.19769827414150196, 0.17450937438167952, 0.19291682110120204, 0.16614756742406325, 0.16618698738801943, 0.1140736779898256, 0.1851885848914404, 0.15631122992650412]"
BOBYQA,185,338,0,0.0013117693515268453,"[0.15287516432383444, 0.24262407064095542, 0.1976966870316415, 0.17451016313264409, 0.19292151114978062, 0.16614694862957627, 0.16621355302351723, 0.11402618192717219, 0.1851277330271667, 0.15629928118279546]"
BOBYQA,186,339,0,0.0013095849876229824,"[0.1528994976794205, 0.24260317352078656, 0.1977626011857684, 0.1744400929937897, 0.19297258719830973, 0.16618485191223042, 0.16624667373688498, 0.11392035323768034, 0.1850156083688242, 0.1562709502041687]"
BOBYQA,187,340,0,0.0013088356975001502,"[0.15296429475677947, 0.2425409637467906, 0.1977987367672466, 0.1744653750676772, 0.19293320772813555, 0.16618631905413722, 0.16631180672033521, 0.11381299176225507, 0.1849067359123726, 0.15624246476249606]"
BOBYQA,188,341,0,0.0013058713905748482,"[0.15303658590941877, 0.24256760767163874, 0.1978799579486919, 0.17437724195788476, 0.19300460937354993, 0.16625595614922242, 0.16630407485026144, 0.11376959666590901, 0.1848190100419636, 0.15623181109452744]"
BOBYQA,189,342,0,0.0013032219861116665,"[0.15300815133955434, 0.2425347297837152, 0.19792478753649362, 0.17434381373187494, 0.19304308160084205, 0.166169993051404, 0.16638619105990873, 0.11370122915420953, 0.18469958745712273, 0.1562109622884842]"
BOBYQA,190,343,0,0.0013026387448461826,"[0.15303815772542442, 0.24246864355783293, 0.1979438123676765, 0.1742963264723923, 0.19310279194470314, 0.16623278721363113, 0.16640812990054465, 0.11358429842056411, 0.18460048775415722, 0.15618582364810793]"
BOBYQA,191,344,0,0.0012990665972246462,"[0.1531174544326189, 0.24252253341688867, 0.19805281138471295, 0.17428773477155277, 0.1930349320352103, 0.16619965174426862, 0.16648422451839578, 0.11359042677919952, 0.18451560252135749, 0.15617500998815145]"
BOBYQA,192,348,0,0.001298520782168794,"[0.15309819973344707, 0.24255308981309381, 0.19800195362789805, 0.1742784105332494, 0.1929782577788076, 0.16622249700325803, 0.16646793158378156, 0.11358362880504896, 0.18447214023229527, 0.15616565101256327]"
BOBYQA,193,349,0,0.001296105098410614,"[0.1531274799601739, 0.24260608690016308, 0.19801052561011542, 0.17426279481079204, 0.1930062819374353, 0.16624771469559135, 0.16653434326985445, 0.11357369530326052, 0.18446913294737835, 0.15617443347675028]"
BOBYQA,194,352,0,0.0012952576575223271,"[0.1531349712691044, 0.24262036276275517, 0.1980423200804711, 0.1742020702406048, 0.1930611246404906, 0.16622123934110006, 0.16654534582499367, 0.11356817997823773, 0.18443495350821065, 0.15617078071029664]"
BOBYQA,195,353,0,0.0012949727734504733,"[0.15312153476789483, 0.24259144999367122, 0.19802424116245776, 0.17421206781097956, 0.19308568868207823, 0.16618521099931322, 0.16658754729066694, 0.11352338602163543, 0.18438141741226813, 0.15616947527689937]"
BOBYQA,196,354,0,0.001294175823570462,"[0.1531432925340519, 0.24259067962301573, 0.19805781958440907, 0.17416224740721514, 0.19312995087435586, 0.1662299391888563, 0.16655596091355732, 0.11349989786472793, 0.18436183576685627, 0.1561645929707812]"
BOBYQA,197,355,0,0.0012929753993436263,"[0.15318925045880114, 0.242557317848813, 0.19808978589813855, 0.17414724255554356, 0.1931235390812739, 0.16623018088918032, 0.16657834927494936, 0.11346877179005421, 0.1843017296131886, 0.15614449620688886]"
