method,point_index,x
BOBYQA,67,"[0.2444831947762242, 0.24340525472215396, 0.15324231272965733, 0.010911159223028434, 0.09063962961502574, 0.09428701539734445, 0.12725649101025158, 0.15390052799157128, 0.24094501503610838, 0.2011375791360748]"
BOBYQA,68,"[0.24484849696659342, 0.24337623833407226, 0.1534729297005382, 0.011067315449721777, 0.09021148635572852, 0.09405494612262412, 0.1270791017210133, 0.1537825968404978, 0.24032732050653907, 0.20148979974535275]"
BOBYQA,69,"[0.24455518571719626, 0.24354441731592277, 0.15404365613339502, 0.010928090545036363, 0.0902052989777504, 0.09432885901399057, 0.12650921572890708, 0.15408979695501518, 0.24020340202378163, 0.20131370941238574]"
BOBYQA,70,"[0.24468787770236314, 0.24375273947869544, 0.15399211929664464, 0.010652115119574737, 0.089975117397717, 0.09389463319015484, 0.12633100864417482, 0.15372676220180756, 0.2395671280709562, 0.20108955752957552]"
BOBYQA,71,"[0.2444260114173797, 0.24330081874615458, 0.15453763366610485, 0.01035667703674879, 0.08964083427895114, 0.09383414369943237, 0.1263731247443188, 0.1537368455473098, 0.23955106723554953, 0.2006154409404798]"
BOBYQA,72,"[0.24439959789500937, 0.24329167542913227, 0.15456077194052778, 0.010336924906261568, 0.08944255574621766, 0.09361666080038587, 0.12618481217362676, 0.153538679649302, 0.23926345546352612, 0.20068046503176012]"
BOBYQA,73,"[0.244327033177149, 0.24325793910009413, 0.15461236130676903, 0.010347349403993934, 0.08903989901486824, 0.09318319294118425, 0.1257930978281645, 0.15315215723116402, 0.23870272772430917, 0.2008339054273845]"
BOBYQA,74,"[0.2441121234212596, 0.24313446426340696, 0.15473339578287193, 0.010486897391005372, 0.08825870944030598, 0.09228556995461494, 0.12505650372254087, 0.15241815556546082, 0.23762164590785426, 0.20132216087636368]"
BOBYQA,75,"[0.24327514620827814, 0.24220684791470987, 0.15550746169283258, 0.010941306175156129, 0.08658361109234024, 0.09019251004565029, 0.12374090871844574, 0.15107905395957363, 0.23596022256372712, 0.20172485997808856]"
BOBYQA,76,"[0.23935028395585073, 0.24139075269845758, 0.15772239887901288, 0.013597711502397917, 0.08378634403065713, 0.08707470987749963, 0.12167504596600895, 0.14946607817157506, 0.23274320487386227, 0.20282164864131472]"
BOBYQA,77,"[0.2308589085547878, 0.24543463390973874, 0.16241451694267406, 0.021043171213746204, 0.08036695607825452, 0.08155735234432336, 0.11564333701494525, 0.15178482538394092, 0.23232459479643636, 0.2052764281203255]"
BOBYQA,78,"[0.229707898770411, 0.24619713146524308, 0.1607573590638975, 0.018672119999009106, 0.07958573681192244, 0.08020448397475927, 0.11500763427668985, 0.1516589311165844, 0.23234005991509618, 0.20525093640078226]"
BOBYQA,79,"[0.2277433123259081, 0.2452413110382954, 0.16119481204077213, 0.01850017606098308, 0.07626176905797578, 0.07772730397912098, 0.1182608758093465, 0.1540632808500974, 0.22734296460144587, 0.2045543335411236]"
BOBYQA,80,"[0.22943340768194476, 0.24103013043217675, 0.1641923065834095, 0.018945721958779256, 0.07538380697286165, 0.07574154114704058, 0.12151842064342375, 0.15112274472158452, 0.22419474115414056, 0.20396925447080594]"
BOBYQA,81,"[0.23325346355071752, 0.23056635592326008, 0.16851977980003252, 0.021434776507904246, 0.07362019120715618, 0.07433258644753406, 0.12890275077223137, 0.14709609513118893, 0.21884229049173137, 0.20238567661859566]"
BOBYQA,82,"[0.23523711104189668, 0.22863213524400977, 0.16939489869117152, 0.021395277916221003, 0.0726125220328743, 0.07254115162467328, 0.13134161941161984, 0.14778583460829936, 0.21762520621397266, 0.2015953932673374]"
BOBYQA,83,"[0.2347067117892751, 0.2238768781215689, 0.16630570617984103, 0.0236441194935115, 0.06991480981110021, 0.07079389340376016, 0.13010699100148904, 0.15024926926373658, 0.21769093506309659, 0.1986665526939865]"
BOBYQA,84,"[0.2342208111842714, 0.22370883227031124, 0.1664691270999877, 0.023371019960300277, 0.0731627075904127, 0.06955695239100208, 0.12962163797618464, 0.15018538277112684, 0.21711079359519483, 0.19694048918937404]"
BOBYQA,85,"[0.23376848106453016, 0.22284861683828092, 0.16698286271203114, 0.02388779621913046, 0.07245801800840067, 0.06852269027786645, 0.12975337775521498, 0.15003729648112327, 0.21616369276407893, 0.19679258900726113]"
BOBYQA,86,"[0.23334360587007708, 0.22339703118888898, 0.16704059605027782, 0.023748296224634834, 0.07199359973703494, 0.06864656460868832, 0.12967859454552055, 0.15049730295106495, 0.21594717631228327, 0.1968212656009001]"
BOBYQA,87,"[0.2334265850150776, 0.22327009520128765, 0.16706733152547665, 0.02376169189806451, 0.07194117320376502, 0.06853519986535045, 0.12978493846150196, 0.15054805766973067, 0.21587780692997915, 0.19675227532432324]"
BOBYQA,88,"[0.23344419354169738, 0.2231934690805148, 0.1669683881996361, 0.02371525624130183, 0.07179195424463786, 0.06861539732502052, 0.12982824237526636, 0.1504596619675967, 0.21591494715041462, 0.1968201426219018]"
BOBYQA,89,"[0.2334222562946463, 0.22315246054737545, 0.16699254108718073, 0.023742796572144925, 0.07175590129430671, 0.06856319464747984, 0.12983599295328707, 0.15045230614894622, 0.21586693083186792, 0.19681303315937346]"
BOBYQA,90,"[0.2333704269216452, 0.22311334641589695, 0.16698890848520817, 0.02372415619066499, 0.07180762951644719, 0.0685405518575913, 0.12979893733277056, 0.1504517722825558, 0.21585595018119214, 0.19684024818426749]"
BOBYQA,91,"[0.23336637473980804, 0.223135175897079, 0.16697994355378803, 0.02365698604701048, 0.07177585470077857, 0.06853331237839022, 0.12979761247213636, 0.15050640786577668, 0.2158316564678968, 0.1968568560045521]"
BOBYQA,92,"[0.2333551158645066, 0.22316278533530276, 0.16701086035584484, 0.02364815111679703, 0.07176059560550575, 0.06852554444482015, 0.12974172469496495, 0.1504803463583257, 0.21578783822829994, 0.19681145570392558]"
BOBYQA,93,"[0.23333426536473112, 0.2231900533225713, 0.16706050862158692, 0.023652646415841166, 0.07176690274943916, 0.06845588756232594, 0.12975589746113855, 0.15048986347481108, 0.21575773103245174, 0.19679574557559118]"
BOBYQA,94,"[0.23332485893083663, 0.22324101112478748, 0.16710934058025145, 0.02363012128587918, 0.07178519383096316, 0.06845297544377033, 0.12977633722305573, 0.15044833522546794, 0.215764997345295, 0.19683915821162026]"
BOBYQA,95,"[0.23331955889800374, 0.22324910435075532, 0.1671379278954622, 0.02363412812571705, 0.07181793444997442, 0.06844858251205246, 0.12973309293997734, 0.15046292929721586, 0.2156923317894097, 0.19686402859652627]"
BOBYQA,96,"[0.23327768701874155, 0.22329445832810485, 0.16715132644862213, 0.023630598691230756, 0.07179701039551682, 0.06841955452236859, 0.1297112230409302, 0.15044518870367277, 0.21567780896178707, 0.19680309083790912]"
BOBYQA,97,"[0.23324276249454878, 0.22332308267018924, 0.16716831967871582, 0.023603434783139515, 0.07185259645417834, 0.06837593614158573, 0.1296923644301779, 0.15041907150592068, 0.21570207935418953, 0.19678533987586766]"
BOBYQA,98,"[0.23319935125268726, 0.2232679317629395, 0.1671965158370232, 0.023623733496616922, 0.07182597963940501, 0.06833463547045111, 0.12968521956284587, 0.1504209101843545, 0.21570211084680702, 0.19674794804155546]"
BOBYQA,99,"[0.23321253076710297, 0.22330255081606093, 0.16716657128372903, 0.023630505997796935, 0.071802745080698, 0.06826330575916023, 0.1296508059184434, 0.15043373489837156, 0.2156905173306695, 0.1967719131048406]"
BOBYQA,100,"[0.23320495710513234, 0.22331157842162622, 0.16717302306463017, 0.02359766663690603, 0.07178594075197658, 0.06827938663666466, 0.12958947981104307, 0.1503887228958263, 0.21564601974600792, 0.19679272430215783]"
BOBYQA,101,"[0.2332129091968331, 0.2233527085161635, 0.16719380413590623, 0.023591840783313035, 0.07173691659837331, 0.06828155177919287, 0.12955668114161903, 0.15037327962000605, 0.21561184201908343, 0.19673897612928645]"
BOBYQA,102,"[0.23321270116989923, 0.22335392756135544, 0.16718908762434845, 0.023579219093051055, 0.07170372177706764, 0.06824479537842552, 0.12951645205216464, 0.15032146241959576, 0.21555656869859746, 0.19673664222822804]"
BOBYQA,103,"[0.23321316150763938, 0.22335569518661347, 0.16718066828750747, 0.023554871876333608, 0.07163759977402438, 0.06817100255954386, 0.12943768376969136, 0.15021645784522555, 0.21544578428443906, 0.1967331922126404]"
BOBYQA,104,"[0.23321616320083954, 0.22335580300936028, 0.1671669452872165, 0.02350682364263166, 0.07150585236806578, 0.06802284925373511, 0.1292825446066392, 0.15000397225053766, 0.21522453921861767, 0.19672876765596964]"
BOBYQA,105,"[0.23325169277277874, 0.22328868342264221, 0.167166845715143, 0.023413550704845455, 0.0712529600800282, 0.06773690805230738, 0.12898212780753915, 0.149551104644439, 0.21479519173257713, 0.19674048491382068]"
BOBYQA,106,"[0.23337956580587882, 0.2230625452070345, 0.16727775947504353, 0.023254684080799483, 0.07072729694328223, 0.06714896167551221, 0.1284870008371448, 0.14861898309198804, 0.21395034911851818, 0.1968126410311697]"
BOBYQA,107,"[0.23391727459244852, 0.22189093717377184, 0.16755870695418254, 0.022971365222972346, 0.06963018156391032, 0.06618170913761628, 0.12746203631310168, 0.14687187332135418, 0.21247568907210554, 0.1967657783636439]"
BOBYQA,108,"[0.23433406708864743, 0.2193631462258805, 0.17055197733303276, 0.022543865835429316, 0.06633672445039308, 0.06400804806544615, 0.12896662689202654, 0.1453728154660858, 0.21026478748512545, 0.19729814886003863]"
BOBYQA,109,"[0.23477857897620447, 0.2186488714795492, 0.17414931301105396, 0.021411850010002793, 0.06763505869156713, 0.06005988555488008, 0.1279726039762575, 0.14574635347399498, 0.20750342536597532, 0.1972386090074618]"
BOBYQA,110,"[0.2328039615666307, 0.21879297901383749, 0.17756657052812588, 0.020241408214518142, 0.0670935070090482, 0.05647260903314069, 0.12858547862701594, 0.14832873695883153, 0.20558569532528037, 0.19690891704179792]"
BOBYQA,111,"[0.23458331027519141, 0.21825142910172524, 0.17897529317781602, 0.017656083669506186, 0.07053001350552203, 0.054622024010396994, 0.12681415795658765, 0.14609482216566683, 0.203248149096411, 0.19683195640364462]"
BOBYQA,112,"[0.23754104379160973, 0.21736658212073423, 0.17919348393675216, 0.019280696004831552, 0.07300000941411575, 0.053664973950716593, 0.12312787827361012, 0.14456841958243655, 0.200866075772361, 0.1971955841599154]"
BOBYQA,113,"[0.23961242011672312, 0.21651226263390783, 0.1788881549703255, 0.01745094545257249, 0.07333546231044023, 0.05328577072558622, 0.12218661718743545, 0.1391101894686778, 0.20211395611434346, 0.19727650378892522]"
BOBYQA,114,"[0.2427034322731056, 0.21385355555056765, 0.17730466551665403, 0.01806271922894051, 0.0739422175163377, 0.05486115806820042, 0.1215542221326655, 0.1350375662617654, 0.20085174249319804, 0.1974372856766356]"
BOBYQA,115,"[0.24314987615010866, 0.2140876878135539, 0.1774582957785978, 0.018115602007618976, 0.07331386474192778, 0.05362950257804536, 0.11999172661299898, 0.13378714895552968, 0.2028607422867556, 0.19751885029939545]"
BOBYQA,116,"[0.24279637244769192, 0.21548359816145085, 0.17803479077950912, 0.01690368957801041, 0.07354877309611012, 0.05282606930996754, 0.11868108296477842, 0.13235679312166596, 0.20423888579342545, 0.19747737561178558]"
BOBYQA,117,"[0.242683234420916, 0.21540688487719445, 0.17901768609985783, 0.017426047118050587, 0.07403048119151638, 0.053122368371576016, 0.11858481157905476, 0.1321128517255277, 0.20462661414179542, 0.1966036310445138]"
BOBYQA,118,"[0.2437738335979525, 0.21646726351094525, 0.18075376376344948, 0.018557879255130937, 0.07551210327062598, 0.05375540618159012, 0.11841641520946025, 0.13148036181682726, 0.20496924288551271, 0.19590402771730042]"
BOBYQA,119,"[0.24286594430040276, 0.21545265150085705, 0.18009275619965842, 0.017900742939828337, 0.0775073852574082, 0.05373558298805271, 0.11763746449200012, 0.13097531862742548, 0.20506882479324118, 0.1942717753499927]"
BOBYQA,120,"[0.2433490844907344, 0.21591472503766213, 0.17977692921294305, 0.01793377884444218, 0.07702402467514123, 0.053384842761996364, 0.11693268188219041, 0.13138272726030492, 0.20444392721843094, 0.1934956490151494]"
BOBYQA,121,"[0.24287459963375424, 0.2154218766895575, 0.18043695623583172, 0.01836982646206451, 0.07687928978867388, 0.05315605541165115, 0.11594107734044563, 0.1311853932996963, 0.20434390732133142, 0.19409621154513013]"
BOBYQA,122,"[0.24187308413596023, 0.21456812501494876, 0.18206675521345395, 0.019054006655501735, 0.07695470179308007, 0.05227667018430518, 0.11408542154403642, 0.13060863949949014, 0.20410426706876883, 0.1949743865625955]"
BOBYQA,123,"[0.24249987848220478, 0.21463104946532155, 0.18103912711204337, 0.019512410875548773, 0.07823137827983014, 0.05385952791846247, 0.11209892486608986, 0.12990751322051114, 0.20404749449215753, 0.1950009143380525]"
BOBYQA,124,"[0.24396041238089727, 0.21442697484545406, 0.17983153996015766, 0.020186416479887035, 0.07988097595024662, 0.05469248336351803, 0.11073438497631743, 0.12936279198359535, 0.20329194991192917, 0.19509101871689336]"
BOBYQA,125,"[0.24481269638898173, 0.21472971280728306, 0.17829838352074076, 0.020710613439027258, 0.08115652967893865, 0.05623352472202237, 0.10922913757243899, 0.12865982815142216, 0.20330532441650237, 0.19527718536088112]"
BOBYQA,126,"[0.24644159021199455, 0.21319747240939746, 0.17880961568009, 0.02114513884357407, 0.08215559395032251, 0.055573943549343446, 0.10841193706389515, 0.12829768264990613, 0.2017065524100217, 0.19525354381606194]"
BOBYQA,127,"[0.2473872586171172, 0.21367990366275577, 0.17933035579174286, 0.02145787710006833, 0.08345802051174103, 0.054057949462937765, 0.1068722214765508, 0.12694221187722893, 0.20097382631247795, 0.19532085068759975]"
BOBYQA,128,"[0.25015656385070373, 0.21387446435420052, 0.17995186773853397, 0.021855956859456127, 0.08604856681381287, 0.051903588608184205, 0.10304438239010591, 0.12491299460412754, 0.19939631355596651, 0.19563314529200204]"
BOBYQA,129,"[0.25098874536434357, 0.2127334601054035, 0.1799030797895826, 0.02241488049059807, 0.08505582074684358, 0.05154484855003942, 0.10262636467443081, 0.12244828421190239, 0.20002742928133327, 0.19522238383640456]"
BOBYQA,130,"[0.25356758068870733, 0.21075431887970303, 0.180531147946594, 0.021863977907867666, 0.08474547390215703, 0.05045886619236453, 0.1003380077876746, 0.11766182676456802, 0.20054694940759643, 0.1952705395208857]"
BOBYQA,131,"[0.2604662319555272, 0.2082501280986074, 0.1802785407836712, 0.026006033328832192, 0.08733413923854116, 0.04825379334318522, 0.09309167940878288, 0.11268818633421329, 0.19874558285462357, 0.19443246095402372]"
BOBYQA,132,"[0.26839436818056367, 0.20804795258153894, 0.17814717701421645, 0.02682598425073521, 0.09715228400539426, 0.04690413443218974, 0.0771512595527225, 0.09743422332747748, 0.19727656335572252, 0.19473711370728675]"
BOBYQA,133,"[0.2635745486545961, 0.2044826912209546, 0.17814340855794025, 0.025954671837786245, 0.09543275990671102, 0.04255739340330175, 0.07318740280785455, 0.09852237851996054, 0.19715104217576707, 0.19326025556076126]"
BOBYQA,134,"[0.2713327116226979, 0.20372750517677662, 0.1715843187451995, 0.028490787095300497, 0.10018822814044348, 0.04199605566836012, 0.07051102949171165, 0.09425233353728482, 0.19944604893987425, 0.19307540663700265]"
BOBYQA,135,"[0.27445426641186166, 0.20192952978802367, 0.17097283933034996, 0.03182832275379371, 0.10058616636753717, 0.04826296064537765, 0.06188630209480789, 0.09043268497606884, 0.19638200892428231, 0.1918289328063956]"
BOBYQA,136,"[0.27378155213515626, 0.20082472290054637, 0.1718381965171121, 0.0308740480191907, 0.10456481681496983, 0.04641239545114714, 0.06105855827940029, 0.08750967064093733, 0.19426660035361987, 0.19398971899304182]"
BOBYQA,137,"[0.27478943849503923, 0.20217540559821565, 0.17302588381198333, 0.0318149538356302, 0.10424352445864589, 0.045529203151057226, 0.05987766953044377, 0.08714709480414314, 0.19550217584110502, 0.1929089540821168]"
BOBYQA,138,"[0.27668930971235806, 0.2020457163993288, 0.1725807894944956, 0.030191704037108462, 0.10404196777289468, 0.04522404049363555, 0.059288924355456234, 0.08575575487073038, 0.19446335616302968, 0.19237484000306387]"
BOBYQA,139,"[0.28025881480147175, 0.19976942150051225, 0.17249926486662967, 0.030295948866245998, 0.10546750838891791, 0.044329287405804406, 0.056227204857387206, 0.0827519272338168, 0.19314838222340863, 0.19212869096706622]"
BOBYQA,140,"[0.28658757609363, 0.19387860884633018, 0.17292131030477156, 0.030087116110071886, 0.10877059940155964, 0.041536208475265624, 0.049841095984094766, 0.07857086223015948, 0.19007363235064154, 0.1905685963315229]"
BOBYQA,141,"[0.29251516573939595, 0.1923638620331409, 0.170866033538638, 0.032474369955584184, 0.11244560174416988, 0.043429697623801604, 0.043158156137879, 0.07127735239710366, 0.18923280406118545, 0.1914802834027454]"
BOBYQA,142,"[0.30377340881588444, 0.18419808374839108, 0.17307266291437606, 0.03153814519397051, 0.11844389576231391, 0.03754751017956328, 0.02812567486020799, 0.05927889172284388, 0.18533622459277427, 0.1907840405552529]"
BOBYQA,143,"[0.30949557392524707, 0.1887612412852507, 0.16995613012860378, 0.029292488768088692, 0.12347059557401455, 0.035313828607579, 0.02367030375127846, 0.0542701609569144, 0.1896521861894891, 0.19208649435364727]"
BOBYQA,144,"[0.3104245634429182, 0.18822532215147633, 0.16939439136655135, 0.028027963219169456, 0.12318579634368648, 0.03634827451438872, 0.023928670244667938, 0.05418866806837641, 0.18823597110630907, 0.19010030568584055]"
BOBYQA,145,"[0.3108098019017106, 0.18803156471384844, 0.16902134867692806, 0.028321648091146474, 0.12302166805595165, 0.036130433429433145, 0.02380796450628104, 0.05436826574385952, 0.18832118176218737, 0.19041678450598265]"
BOBYQA,146,"[0.3117048241289977, 0.18765330463543115, 0.1686870290000616, 0.029182217511702833, 0.12297595832968909, 0.03622924811739302, 0.02319555035405619, 0.05461770705036237, 0.18883565634257085, 0.19063970888121665]"
BOBYQA,147,"[0.3116713396747565, 0.18730050056400582, 0.16849642749522112, 0.02925475287005941, 0.12285410685150427, 0.03586750186957419, 0.02324087319201663, 0.054328669229706784, 0.1884177386268363, 0.1908982768559714]"
BOBYQA,148,"[0.31185324872939707, 0.18654287234763997, 0.1684886962897277, 0.029299049052159513, 0.12307821447955097, 0.03554434761973618, 0.023295903703499404, 0.053495220707146345, 0.1873740057103441, 0.1909941442761954]"
BOBYQA,149,"[0.312736632429946, 0.18581221826417085, 0.1682904819766277, 0.02925515309065615, 0.12429466412931876, 0.035893554897498556, 0.023009198180522113, 0.05217673442449742, 0.18504679009816896, 0.19077890495518943]"
BOBYQA,150,"[0.31458984672500434, 0.18511648643750261, 0.16739223131726574, 0.029097067751488428, 0.12724904236429452, 0.03744748379189266, 0.02255881734344887, 0.050240565882622865, 0.18051567396070903, 0.19001466805198494]"
BOBYQA,151,"[0.3163807245412495, 0.18706153074614645, 0.16240716933147284, 0.02872812933337426, 0.12609918726579472, 0.03682922476835484, 0.023438635537972572, 0.04802423746737113, 0.18175876847690078, 0.189798533643458]"
BOBYQA,152,"[0.31731101017228563, 0.1887359949958713, 0.16142181984470438, 0.030418418439710413, 0.12979801126795024, 0.0408072084547507, 0.022339740475296875, 0.046678708388487374, 0.18088715922914564, 0.19022205754737234]"
BOBYQA,153,"[0.3163145583517125, 0.18808976650436934, 0.16185126983709372, 0.028890267687136328, 0.13175158426322361, 0.04034436941080683, 0.02448829005199932, 0.046013599518192796, 0.1757311456698195, 0.18905757390979583]"
BOBYQA,154,"[0.3151399979248256, 0.1888207796686599, 0.1637258128261263, 0.02437761245393466, 0.13606346940457437, 0.03785942767710884, 0.028675246593901218, 0.045550227742707165, 0.166508173978296, 0.18582148913264]"
BOBYQA,155,"[0.30985209410887404, 0.19135830947978588, 0.1636334001115063, 0.02336728444574658, 0.1382819421022075, 0.039831936092105086, 0.035286099284312075, 0.04553525396344423, 0.1578772084649454, 0.18463821438071717]"
BOBYQA,156,"[0.31029727264948953, 0.19406214480415057, 0.16518808497674334, 0.0167746807418118, 0.14369972097369418, 0.03464872276238919, 0.03710803346357973, 0.044153490180620675, 0.15175087546060956, 0.18125104413528112]"
BOBYQA,157,"[0.3117495498255556, 0.19133604486959935, 0.16500453444481605, 0.018921151737910966, 0.14366868463098964, 0.03669638000994691, 0.038018207458736825, 0.043739677661343866, 0.14717421373952794, 0.18045173934609057]"
BOBYQA,158,"[0.31248734261111116, 0.192035320569735, 0.16287678923871346, 0.01858244248268307, 0.146961626910441, 0.038473091676900176, 0.03732585467678308, 0.041007973990705965, 0.14354005098698397, 0.1800832529216564]"
BOBYQA,159,"[0.3166444680728124, 0.19261606936241102, 0.15943294353294174, 0.016548189807802857, 0.15403079381004345, 0.03977268098771172, 0.03482167690726387, 0.03673026233383759, 0.13639257358763146, 0.1783789724227559]"
BOBYQA,160,"[0.31647253900628414, 0.19092361428296842, 0.1573566202474335, 0.017549233500231513, 0.15426995175548688, 0.03914197405611841, 0.034263711204939505, 0.03624177898743538, 0.13549273125974448, 0.17791187108055234]"
BOBYQA,161,"[0.31657981940724017, 0.19107328337259177, 0.15706707469158082, 0.017216971018510503, 0.1549851186672714, 0.03921521249372452, 0.03464596287828495, 0.036037576908942, 0.13427277589046752, 0.17753914922797315]"
BOBYQA,162,"[0.31556576797876523, 0.19145978350257173, 0.15711147658540947, 0.016357825261549015, 0.15550025080640525, 0.0387933024277495, 0.03423800570753706, 0.03588294964288985, 0.13436270133583844, 0.17751865690705182]"
BOBYQA,163,"[0.3157167386709238, 0.19132778795822764, 0.1569719151520489, 0.016333981135171264, 0.15580957346722138, 0.03888636248326786, 0.034048505762147685, 0.03559732665475859, 0.13376842355951374, 0.1774497975443944]"
BOBYQA,164,"[0.3156141023561502, 0.19105034139001673, 0.1574247346991633, 0.016281824732600033, 0.15562189797945228, 0.038973919841118504, 0.034164932842586204, 0.035217385898286435, 0.1334169983895789, 0.1775927138937902]"
BOBYQA,165,"[0.3158791139021623, 0.1911830445061262, 0.15706243017536858, 0.016253733188016154, 0.1558149913561372, 0.03919075011013691, 0.034181733158196954, 0.03472689478227371, 0.1333483655764954, 0.17789309763903938]"
BOBYQA,166,"[0.31637972499604805, 0.1915409372776307, 0.1564048493361049, 0.016524085108543664, 0.15630177470080733, 0.03966383135045303, 0.033966870528992645, 0.03367198943232149, 0.13315107215389982, 0.1780239362790143]"
BOBYQA,167,"[0.3173110292332793, 0.1914549213079838, 0.15599358756498705, 0.01560750302479648, 0.15664508157035226, 0.039117203408781706, 0.03378836300028288, 0.033469307435773, 0.13277211527689978, 0.17823081728974827]"
BOBYQA,168,"[0.31744433443503817, 0.1911472491892595, 0.15572775339657383, 0.015008493233155451, 0.15766213659117026, 0.03909459094015772, 0.03373177313627615, 0.03330759195031934, 0.13180959623298016, 0.17806535552677621]"
BOBYQA,169,"[0.3177071122647857, 0.19205817854578297, 0.15545799052037673, 0.014913618275234188, 0.15800640548134506, 0.03896788013352313, 0.033576101931296856, 0.03295679842795692, 0.1308232266651582, 0.17749562663368265]"
BOBYQA,170,"[0.3180263660175828, 0.19372687398175445, 0.1547497670436092, 0.01468166925994586, 0.15923840920560214, 0.03905864699791746, 0.03322121271513923, 0.03199883989660912, 0.12896049986314376, 0.17662459396963978]"
BOBYQA,171,"[0.31873429658987995, 0.19280269554766893, 0.1537163369616974, 0.014069398324310442, 0.1599287569282407, 0.03929466137491653, 0.03303109542164236, 0.03161798655804461, 0.12643187051065044, 0.1760462929437212]"
BOBYQA,172,"[0.3192137675770306, 0.19220243614740476, 0.15281284352725744, 0.012282220600190057, 0.1630000266243641, 0.039152508322196744, 0.032614989336069045, 0.031500933038827374, 0.12148355282936209, 0.17455167161752524]"
BOBYQA,173,"[0.3197350510381282, 0.19452422951817655, 0.15070042076335666, 0.013806381920693922, 0.16379831541374248, 0.04151590136793908, 0.033685058253929, 0.0274564957351615, 0.11933203488373327, 0.17415455741514485]"
BOBYQA,174,"[0.322711914113393, 0.19545829143436447, 0.1473921834380923, 0.014570427351446338, 0.1645681058978743, 0.042568002861645894, 0.029820229802933473, 0.025745316639088668, 0.11935785762643733, 0.17379066136363516]"
BOBYQA,175,"[0.3256772868243351, 0.19584437004560473, 0.14622973215147184, 0.014940765538727516, 0.16616824854574938, 0.04125009003021979, 0.027927785069197755, 0.02101663586159207, 0.1189590089428177, 0.17342890915355685]"
BOBYQA,176,"[0.3258119959560893, 0.19540693569564996, 0.14583912705851007, 0.01555731144088863, 0.1662508722680288, 0.04149056285268705, 0.02807094832976116, 0.021007859697660627, 0.1184748399123386, 0.17465290147504017]"
BOBYQA,177,"[0.32600790198845436, 0.19529941485221444, 0.1459326366614641, 0.015130373594023082, 0.16577485095414957, 0.041702554229719774, 0.02797098642096354, 0.020829683869627708, 0.11818946300746529, 0.17471866241964107]"
BOBYQA,178,"[0.32612004926124993, 0.1952950398081952, 0.14581794355319974, 0.015115707586077007, 0.16592430795469912, 0.04174620487218843, 0.02787962337119471, 0.0206514758686291, 0.11792808386261971, 0.17468168786247598]"
BOBYQA,179,"[0.32609343760275983, 0.19530466079042094, 0.1455115528648356, 0.015120396000947282, 0.1657864957590047, 0.04154772661915448, 0.02794142895624314, 0.020606172164803316, 0.11792369559371461, 0.1747136970821816]"
BOBYQA,180,"[0.32609604616413523, 0.19528358806651483, 0.14552409637739463, 0.01513354579097524, 0.16580946873862062, 0.04151504703457276, 0.02792631439369322, 0.020543937088780065, 0.11798066865453012, 0.1746970964303456]"
BOBYQA,181,"[0.32604388605908236, 0.19527808112626271, 0.1454961169022023, 0.015142599266550207, 0.1658124033977834, 0.04153298393999678, 0.02788918553288127, 0.020489748962901056, 0.11800802886210388, 0.17466562661071844]"
BOBYQA,182,"[0.32604964185272245, 0.19526023688883334, 0.14547505695324567, 0.015177877753969643, 0.1658071865228906, 0.04152813976029531, 0.0278645650985557, 0.020433133400208792, 0.11804067442173309, 0.17461055884559215]"
BOBYQA,183,"[0.3261103683831219, 0.1952149293958173, 0.14542467626387162, 0.015268237662296742, 0.16576407934464238, 0.04153799349086556, 0.027841786838208527, 0.02034753399895923, 0.11808118200680708, 0.17450049478798194]"
BOBYQA,184,"[0.32623843120329593, 0.19519248814369852, 0.14532057359116995, 0.015440834482920052, 0.16567397665821318, 0.04152993451494516, 0.027729797933988387, 0.020099944886527974, 0.11819480001503968, 0.17441369099147971]"
BOBYQA,185,"[0.3262937921837885, 0.19520689388089463, 0.1452389187739662, 0.015444880288805266, 0.16575302319410667, 0.04153245768449725, 0.027687756238296293, 0.020002626381333034, 0.11808375206354124, 0.17439889252961688]"
BOBYQA,186,"[0.3263250236560006, 0.19523296279959826, 0.14526626340802873, 0.015522573661168394, 0.16573015898083562, 0.04143530417985205, 0.027607723029293832, 0.019925402233370658, 0.11801228304732846, 0.1743346839792797]"
BOBYQA,187,"[0.32642591601645676, 0.195262842895762, 0.145298844305096, 0.015641852839943356, 0.16571405325631294, 0.04124770842776689, 0.027448139600117372, 0.01972145381844253, 0.11786020353803725, 0.17424525630133034]"
BOBYQA,188,"[0.3266857617781996, 0.19528811286217607, 0.14529652917767796, 0.015746012602892594, 0.1658090287095175, 0.040922630666670685, 0.02713579776045467, 0.019221135050303033, 0.11756255031791447, 0.1741461736520297]"
BOBYQA,189,"[0.3272559566805927, 0.1953108333778721, 0.14511181976455972, 0.015722553284913808, 0.16632346255037, 0.04050627858561167, 0.026593100958689178, 0.0181009759252461, 0.11714428288235056, 0.17395258005504766]"
BOBYQA,190,"[0.32791340167223537, 0.19531386663343, 0.14519683411026083, 0.016386681944923345, 0.16558863378811392, 0.03993778657694398, 0.026101327297580645, 0.01740787797955092, 0.11692466660826133, 0.1741667031238983]"
BOBYQA,191,"[0.32931939639713464, 0.1951734032577376, 0.1454595697030408, 0.0171580584918167, 0.16502857940412932, 0.038501109180922366, 0.025073484665386104, 0.015392001946936656, 0.11669164443289524, 0.17433156143256504]"
